Img_Name,Img_Text,Img_Text_Label,Img_Label,Text_Label,,,,,,,
135.jpg,"today they said"" wear mask while driving aline ' tomorrow they will say wear condom when you are sleeping alone""",Bully,Nonbully,Bully,,,,,,,
707.jpg,Admit it Dream of every single guy is to play Holi with there crush,Bully,Nonbully,Nonbully,,,,,,,
137.jpg,5 year old me after wasting my dad's 40 rupees,Bully,Nonbully,Nonbully,,,,,,,
138.png,you can't be the victim of a school shooting if you're the school shooter,Bully,Nonbully,Nonbully,,,,,,,
139.jpg,aapda ko avsar mai badley,Nonbully,Nonbully,Nonbully,,,,,,,
140.png,after 3 million years of evolution we still love to relax,Bully,Nonbully,Nonbully,,,,,,,
141.jpg,"we all deserve a person who says we can fix this, i cant lose you.",Nonbully,Nonbully,Nonbully,,,,,,,
142.png,"let me salute to hitler the great he said ""i would have killed all the jews of the world, but i kept some to show the world why i killed them""",Bully,Nonbully,Bully,,,,,,,
143.jpg,MPL BYJU'S,Nonbully,Nonbully,Nonbully,,,,,,,
654.png,when i see my girlfriend at any time of the day doing anything at all you're breathtaking,Bully,Nonbully,Nonbully,,,,,,,
145.jpg,me- aur naha lia???? she- pagal hai kya bey roz  kaun nahata me yaar... ye kitni awsome hai yaar,Bully,Nonbully,Nonbully,,,,,,,
146.png,so i was sucking on her t*ts then the husband walks in and i just sk*t myself,Bully,Nonbully,Nonbully,,,,,,,
147.jpg,bandi ne kaha'nobody is at  home'  uske ghar jaake dekha toh sach me tala laga ,Bully,Nonbully,Nonbully,,,,,,,
148.png,"dear ""dad"". i did it without you. love, the daughter you left behind",Bully,Nonbully,Nonbully,,,,,,,
149.jpg,to everyone out here SCOOPWHOOP.com,Bully,Nonbully,Nonbully,,,,,,,
64.png,don't drink and drive,Bully,Nonbully,Nonbully,,,,,,,
151.jpg,Journalism in India Ravish kumar SCOOPWHOOP.com,Bully,Nonbully,Nonbully,,,,,,,
152.png,i will kill this white man ooo wwe fans,Bully,Nonbully,Nonbully,,,,,,,
153.jpg,dilli in summers dilli in winters SCOOPWHOOP.com,Bully,Nonbully,Bully,,,,,,,
154.png,i'm not saying it was muslims but it was muslims,Bully,Nonbully,Bully,,,,,,,
155.jpg,Lockdown could be relaxed in some places after April 20:PM Modi    Don't do that. Don't give me hope,Bully,Nonbully,Bully,,,,,,,
156.png,have you seen my bag,Nonbully,Nonbully,Nonbully,,,,,,,
157.jpg,me mosquitoes at night,Bully,Nonbully,Nonbully,,,,,,,
625.jpg,"Main udna chahta hoon,daudna chahta hoon, girna bhi chahta hoon…bus rukna nahi chahta",Bully,Nonbully,Nonbully,,,,,,,
159.jpg,"*During lockdown* After I already had 5 Cups of Tea But Mom Asks""Chai Peeyega""? Me: Pee Lenge thoda",Nonbully,Nonbully,Nonbully,,,,,,,
4962.jpg,this is how arnab goswami will walk into republic bharat studio,Bully,Nonbully,Nonbully,,,,,,,
161.jpg,Everyone is a gangster Untill the real gangster arrives,Bully,Nonbully,Nonbully,,,,,,,
162.png,"algebra and geometry are fine, but graphing is where you draw a line",Bully,Nonbully,Nonbully,,,,,,,
163.jpg,Girls meet their boyfriends after lockdown Terko jo karne ka hai tu kar,Bully,Nonbully,Bully,,,,,,,
164.png,"""if that uckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016",Bully,Nonbully,Bully,,,,,,,
165.jpg,"Person: Mujhe pata h ye #Binod kaun h aur iski story People: Bhai BHai Btana, Bhai Batana Please",Nonbully,Nonbully,Nonbully,,,,,,,
166.png,i only wear silk panties cotton ones remind me of slavery,Bully,Nonbully,Bully,,,,,,,
167.jpg,"AGAR 30-40 METER TAK APKO OPPO-VIVO KA KOI POSTER NA MILE TO SAMJH LENA, AAP CHALTE CHALTE BHARAT KI SEEMA PAAR KAR CHUKE HO",Bully,Nonbully,Bully,,,,,,,
168.png,my sister gave me this haircut after i fucked her,Bully,Nonbully,Bully,,,,,,,
169.jpg,WHATSAPP UNIVERSITY,Bully,Nonbully,Bully,,,,,,,
170.png,"sit down kids, i will now tell you how i met your mother",Nonbully,Nonbully,Nonbully,,,,,,,
171.jpg,"Just when i thought i had figured out life,i saw this.",Bully,Bully,Nonbully,,,,,,,
4896.jpg,No one noticed joe bidden in avengers endgame,,,,,,,,,,
173.jpg,7 Lagta hai mehfil me utarna padega dobara kuch log bhool gaye hai andaaz hamara,Nonbully,Nonbully,Nonbully,,,,,,,
174.png,i called my boy whatchoo goin do bout that spray bottle now,Bully,Nonbully,Nonbully,,,,,,,
175.jpg,Crush : Shubham Tum Itne Handsome Ho Tumhe Toh Koi Bhi Ladki Mil Jayegi Shubham Who Already Rejected By 17 Girls :,Bully,Nonbully,Nonbully,,,,,,,
176.png,isis you mean them goat fuckers that don't like bacon,Bully,Nonbully,Bully,,,,,,,
177.jpg,Happy Holi( especially jo ghar pe hai ),Bully,Bully,Nonbully,,,,,,,
178.png,"my fragile heart at my sex drive - stay back, slut",Bully,Nonbully,Nonbully,,,,,,,
179.jpg,quarantine k chakar Mai sab aalsi ban rahe hai Lekin mujhe kya Mai toh pehlese aalsi hu,Bully,Nonbully,Bully,,,,,,,
180.png,really? eating pork is gross but marriage to a minor isn't?,Nonbully,Nonbully,Nonbully,,,,,,,
181.jpg,*online class ends* Teacher: Any questions? Me: Sir wo peeche aapki beti khadi hai kya? *teacher,Bully,Nonbully,Bully,,,,,,,
182.png,they want this not beause they love you they need to mix breed to preserve their species,Bully,Nonbully,Nonbully,,,,,,,
183.jpg,When your crush starts dating a guy whom she bro zoned earlier Chya maayla.. Babu bhaiya se direct babu,Bully,Nonbully,Bully,,,,,,,
184.png,dishwasher for sale missing parts,Bully,Nonbully,Nonbully,,,,,,,
185.jpg,Himanshu Singh Rajput @memerhimu When mo just completed doing pocha koi bhi apni jagah se nahi hilega,Bully,Nonbully,Nonbully,,,,,,,
186.png,look at me this is my meme now,Bully,Nonbully,Nonbully,,,,,,,
187.jpg,He gave her a ring. She gave him a kidney. Meri wali to jio se bhi miscall maarti hai,Bully,Nonbully,Bully,,,,,,,
188.png,shit someone added too much soap to the dishwasher again,Bully,Nonbully,Nonbully,,,,,,,
189.jpg,"Meeting someone for the first time Brain: I love her Me: Nah, she just nice and polite Brain I said we are in love today.",Nonbully,Nonbully,Nonbully,,,,,,,
190.png,"you ever get laid in a sleeping bag? it's awful. you can't even move, you're drenched in sweat, and your scout master is covering your mouth",Bully,Nonbully,Bully,,,,,,,
191.jpg,"whenever we sat for a drink,the queen ate all the chakhna and left without drinking.",Bully,Nonbully,Bully,,,,,,,
192.png,when you run out of bras and have to hold the girls up on your own,Bully,Nonbully,Bully,,,,,,,
193.jpg,You cry over boys I cry over study We are not same sis.,Bully,Nonbully,Bully,,,,,,,
194.png,siri take me home starting route to jail,Bully,Nonbully,Nonbully,,,,,,,
195.jpg,students :the maths teacher won't come today because of the Rain The math's teacher:,Bully,Nonbully,Nonbully,,,,,,,
196.png,i'm deporting all mexicans!!! except the ones in baldwin park you fuckers are crazy!!!,Bully,Nonbully,Bully,,,,,,,
197.jpg,"Today is the 391 st birth anniversary of Chhatrapati Shivaji Maharaj He was born on February 19th 1630,at the Shivneri fort,near Junnar in present day Pune district Happy Shivaji Maharaja jayanti To all of you",Nonbully,Nonbully,Nonbully,,,,,,,
198.png,been talking shit about trump since day one. now crying like bitches after getting called out,Bully,Nonbully,Bully,,,,,,,
199.jpg,my little brother Me,Bully,Nonbully,Nonbully,,,,,,,
200.png,"someone needs to invent car fax for vaginas ""i have only been with one guy."" ""yeah sure, show me the whorefax.""",Bully,Nonbully,Nonbully,,,,,,,
201.jpg,relative:tu college mei h na? me:haan relative;teri height se lagta hi nahi h tu college mei...,Bully,Nonbully,Bully,,,,,,,
202.png,"life has never given me lemons it has given me anger issues, anxiety, a love for alcohol, a serious dislike for stupid people. but not lemons",Bully,Nonbully,Nonbully,,,,,,,
203.jpg,what if 2020 is just a trailer of 2021?,Bully,Nonbully,Nonbully,,,,,,,
204.png,you like something that i do not particularly enjoy disgusting prepare to forfeit your life,Bully,Nonbully,Nonbully,,,,,,,
205.jpg,"from.""hi daddy"" to""your ex-wife calls me daddy too"",he grew up Russian blogger marries stepson before giving birth,undergoes plastic surgery",Bully,Nonbully,Bully,,,,,,,
206.png,did you know you are supposed to pull anal beads out slowly? i didn't... i started the wife up like a fucking chainsaw,Bully,Nonbully,Bully,,,,,,,
207.jpg,Friendship is..share with someone,Bully,Nonbully,Nonbully,,,,,,,
208.png,is someone using the oven? cuz i smell gas,Nonbully,Nonbully,Nonbully,,,,,,,
209.jpg,All you have to do is sign up and apply a coupon code Bhai coupan code ho to kya kuch nahi ho sakta,Nonbully,Nonbully,Nonbully,,,,,,,
210.png,lol don't bother buckling up because we are all going to die,Bully,Nonbully,Nonbully,,,,,,,
4792.jpg,fcuk it!dora fatehi,,,,,,,,,,
212.png,this could be us but you keep escaping,Bully,Nonbully,Nonbully,,,,,,,
213.jpg,me and my best friend don't impress people we insult them,Bully,Nonbully,Bully,,,,,,,
214.png,do you still suck dick? faggot,Bully,Nonbully,Bully,,,,,,,
215.jpg,All you have to do is sign up and apply a coupon code Bhai coupan code ho to kya kuch nahi ho sakta,Nonbully,Nonbully,Nonbully,,,,,,,
216.png,"this is steve, he lives with both parents, who both work. no one in his family has a middle name in their facebook name, like javeon doingbigthings jackson. everyone in his family can swim",Bully,Nonbully,Nonbully,,,,,,,
217.jpg,homeless girl in Europe looks like my dream girl,Bully,Nonbully,Nonbully,,,,,,,
218.png,stupid you are breed you should not,Bully,Nonbully,Bully,,,,,,,
219.jpg,AJAY DEVGAN DONATES 1 CRORE TO BMC TO HELP SET UP ICU,Nonbully,Nonbully,Nonbully,,,,,,,
220.png,the only thing more vile than the attitude of these anti americans.. is the absolute ignorance of the delusional people that voted for them,Bully,Nonbully,Bully,,,,,,,
221.jpg,लड़की किसके साथ खुस रहेगी..Devesh Yadav Dev  Dev  मेरे साथ.,Bully,Nonbully,Nonbully,,,,,,,
222.png,step one: turn on the gas,Bully,Nonbully,Nonbully,,,,,,,
223.jpg,Normal people: Me:,Nonbully,Nonbully,Nonbully,,,,,,,
224.png,"the answer to the age-old question, does a bear shit in the woods? answer... yes they do! answer... yes they do! and here is scientific proof and here is scientific proof",Bully,Nonbully,Nonbully,,,,,,,
225.jpg,He's still typing? He must be writing a book… Where the fuck is that emoji?,Bully,Nonbully,Bully,,,,,,,
226.png," i thought i you said netflix & chill no i said ""here, take this pill",Bully,Nonbully,Nonbully,,,,,,,
227.jpg,"DON'T REPLACE A MAN WHO GIVES YOU BOTH HUBBY AND BEST FRIEND VIBES. THAT'S RARE, VERY RARE.",Nonbully,Nonbully,Nonbully,,,,,,,
228.png,you sicced all of your corrupt  goons after me for 3 years and i came out clean. now it's my turn to send my justice-seeking patriots after you and your corrupt goons let's see how you all come out!!!,Bully,Nonbully,Bully,,,,,,,
229.jpg,What the hell happened there,Nonbully,Nonbully,Nonbully,,,,,,,
4388.jpg,Girls after losing 100 Rupees Boys after donating 1500 crore,Bully,Bully,Nonbully,,,,,,,
231.jpg,Well Played Sister,Bully,Nonbully,Nonbully,,,,,,,
232.png,a stork might bring you a baby but a swallow never will,Bully,Nonbully,Bully,,,,,,,
233.jpg,"Primary schools in Hungary opened again, This was on national news ISKOLAKEZEDES: TOBBEN OTTHON MARADTAK",Bully,Bully,Nonbully,,,,,,,
234.png,how your booty feels after the taco bell drops,Bully,Nonbully,Nonbully,,,,,,,
235.jpg,GAY LOVERS FIND OUT THEY ARE BROTHERS,Bully,Nonbully,Bully,,,,,,,
236.png,"don't shoot, i'm from the group why dont you post and comment? i'm shy, but i like stuff",Bully,Nonbully,Nonbully,,,,,,,
237.jpg,MY FRIENDS FIRST NIGHT Expectations Reality,Bully,Nonbully,Nonbully,,,,,,,
238.png,"listen bitch, before you start fucking with me you should know my team is bigger",Bully,Nonbully,Bully,,,,,,,
239.jpg,Against MI in Chepauk Steve Smith lbw Kieron Pollard 33 29 113.79 4 CRICKET_KI_DIWANI Virat Kohli lbw Jasprit Bumrah 33 29 113.79 4,Bully,Nonbully,Bully,,,,,,,
240.png,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",Bully,Nonbully,Bully,,,,,,,
241.jpg,"dear boys,let's confuse girls Ishika singh ishu cycle ka set cover",Bully,Nonbully,Nonbully,,,,,,,
242.png,how you like me now ?,Bully,Nonbully,Nonbully,,,,,,,
243.jpg,"when you and your bestfriend knows something nobody else does,,",Nonbully,Nonbully,Nonbully,,,,,,,
